epoch,loss,val_loss
0,0.02803628519177437,0.027025364339351654
1,0.026679983362555504,0.02657836116850376
2,0.0262321624904871,0.026076501235365868
3,0.02608424425125122,0.026055775582790375
4,0.0259049404412508,0.025654839351773262
5,0.02580440416932106,0.025661129504442215
6,0.02575005032122135,0.025657808408141136
7,0.025715403258800507,0.0256443340331316
8,0.025695357471704483,0.025566743686795235
9,0.025675000622868538,0.025507910177111626
10,0.025665469467639923,0.025446809828281403
11,0.025705087929964066,0.025580918416380882
12,0.02571186050772667,0.025551142171025276
13,0.02566605620086193,0.025412457063794136
14,0.02563459612429142,0.025522198528051376
15,0.025631200522184372,0.025437772274017334
16,0.02566755935549736,0.025505704805254936
17,0.025658629834651947,0.025411149486899376
18,0.025630323216319084,0.02539227344095707
19,0.02559327334165573,0.025405749678611755
20,0.02560625970363617,0.02542477287352085
21,0.025600261986255646,0.02538943849503994
22,0.025573987513780594,0.02557353675365448
23,0.025564143434166908,0.025322331115603447
24,0.025526538491249084,0.02552867867052555
